,content
2997,同样是和小楼一起追的文 没什么好说的 大学时期的经典
2998,大量YY+一丁点穿越+N份阴谋+少许后宫+一堆废话烩了这锅菜。如果不是因为有人推荐，而近段时间又不能上网，我才不会看。鬼知道分怎么会这么高。
2999,如果能够穿越，或者说如果你的人生重来一次，你会想怎样抡圆了来活一次呢。小闲闲无疑是怕死的，但是如果上一次的人生让你生不如死的话，这一辈子怕怕死也是很正常的不是么？终于跳出这个坑了，却摆脱不了 猫腻的影子，继续追《朱雀记》。。。。。人人都是范闲他老爸。
3000,相比叶无道更有烟火气息的范闲是好男人的另一种诠释吧。至于书中的架空世界里的权谋，让人惊叹佩服作者的想象力。。。据说猫童鞋是一木讷的宅男- -
3001,挺有意思，那接着看第二卷
3002,好吧，我就是喜欢。除了贺宗玮以外，我通通都有些喜欢。
3003,没看出什么好看来 比一般穿越稍有点水准
3005,无话可说，有书以来最强的一部玄幻小说...看了你就知道..
3006,前3/4很强大，后面就很狗血。
3007,网络小说不会超过3星
3008,抡圆了活
3009,有一种思想很值得关注：“不得不做，即没有得就不做。”
3010,夫杀妻 子弑父 兄妹乱伦 姨侄乱伦 忠诚与背叛 局中局。。。。高三看的 人不厚黑枉少年。
3011,看了近一年，昨天终看完。
3012,反正我挺喜欢猫腻写东西的调调的。开篇很轻松铺垫什么的也都挑不出什么毛病。
3013,前面不错，当范闲决定要跟老子决裂后就有点不爽，前往神庙的那段探险更是败笔。架空历史也就罢了，还科幻了将来。
3014,故事可读性很高
3015,无聊的时候看的  我觉得这个比较适合男生看
3016,好书
3017,ftyjt
3019,无须多言，何必多言
3020,此书乃大杂烩 集穿越、宫闱、言情、武侠、阴谋、反间、搞笑于一体 巨长巨有14 个人由于网络连载的原因 总觉得细节部分有所遗漏
3021,推荐、、推荐、、
3022,穿越中的经典。
3023,好看的第一本啊！
3024,灰常好看
3025,"整个世上大概只有陈萍萍能够听瞳，如果在定州地时候，他随着黑骑走了。说明他的心里对陛下有愧意，无法面对。而他没有走，他回到了京都，冷漠而无怯的望着皇帝陛下的脸心中坦荡无愧，逼着对方动手杀死庆国有史以来被认为最忠诚的一位大臣。

许久之后，陈萍萍双眼如刀。盯着皇帝一字一句问道：“当年你可曾给过她任何一条活路?我回京就是要问陛下一句话，你为什么要杀她!”

--看到此处，哭了"
3026,看着可累
3027,这是第一本玄幻小说 看的让我出神入迷 我觉得这本书不可超越 里头的故事玄乎又玄乎 我猜不透 一种莫名的清楚拉扯着我一直往下看 看了开头或许你会觉得无趣 但是如果你结束了这本书你会遗憾的 开头只是铺垫 之后的故事会让你恍然大悟 而且不会像其他书那样 复杂繁琐精彩悬念重重的过程 而只有一个草草结束的结局 这本书的结局也结束的好 不会那么匆匆一瞥 这本书让我知道这世界的纷纷 我迷恋猫腻 迷恋庆余年
3028,这个读了两遍，唉，很是羡慕啊……
3029,。。。。
3030,终于看到范闲长大啦~~
3031,文字细腻，喜。
3032,很啰嗦
3033,就是一般的穿越小说，博物馆的设定更是让我讨厌
3034,给4星是因为想把五星留给完结后的《间客》。。庆余年也是极好的，但不比间客有让人重复品位的力量。
3035,一本玄幻小说 原来也是可以写的如此厚重
3036,不喜欢
3037,追了好久的书
3038,南有陈萍萍。
3039,我非常喜欢的网络小说
3040,2年前看完的.追的很辛苦的一年.
3041,很好的穿越小说。比那些写后宫斗争神马的强多了！……
3042,看的好累，幸好结局还不错。
3044,"看的心潮澎湃，只是遗憾最后结尾处有些蛇尾了。
庆帝这样一个帝王，他最大的失败是疑心太重太过自傲，所以亲手毁灭了自己一生中最爱的女人，也失去了最忠实的仆人，最贴心的朋友……命中早也注定吧，所以最后他还是死在了叶子的手中。
范闲，人如其音，果然很犯嫌。他也许不聪明，但足够勤奋。
……"
3045,婴穿。跟《碧血剑》一样，隐形的主角魅力难挡——尽管老娘我可以翻云覆雨，但“老娘很孤独”。可以把这书看做晋江穿越系的第二代，穿越者的后人生活。当然我是很汗默写《红楼梦》，唐诗之类的，作者的素养是不错，但很多诗词用的总有偏差~~~算了，白看的东西翻快点就行了。
3046,好吧，开始是很好的，可是后来很拖沓
3047,"我知道男主不是一对一，我也知道这其实有点YY。

但是……这书我还是极其喜欢……

非常喜欢猫腻的文风，亲切自然细腻，不是诛仙那种华丽又高高在上的，那种我看腻了。"
3048,很好，很强大，不需要我说什么吧。
3049,老子终于看完了，哈哈哈。感觉还是第一部最好
3050,五竹叔。。。竹娃娃。。。五大人。。。MUAMUAMUA
3051,"权谋小说精品，读第二遍中
可惜盛大出了本太监书
诚品书店倒是有全套，可惜台巴子太无耻了，居然全本出了36本，算下要RMB 1K5,太黑了"
3052,终于看完了7本，一个多月啊，真的是不错，很值得一看
3053,还有点意思～～感觉后面布局还挺大，拭目以待。
3054,细腻的笔。
3055,"虽是穿越文,但阅读起来毫不费力.情节紧凑"
3056,很多年没有因为一部小说而泪流满面了，庆余年里面的“义”字做到了震撼的高度，人与人之间所谓情仇，都不过一句“那又如何”。成败不是刀砍箭射而果，是隐忍和智谋去实践。我想，如果感受人类最真挚的情感，庆余年再合适不过了。推荐给涉世未深的孩子们以及混迹江湖的老厮们。
3057,怎么分这么高？！更：看完这本我就不想往下看了。。。
3058,强烈推荐
3060,一个悲伤的故事
3061,电纸书上看的，两万多页，很好看，在看第二遍了
3062,很好，唯一与《回到明朝当王爷》相媲美的书
3063,"又看了下才发现确实很不错。
故事中的敌人不弱智，甚至很强大，智谋也很匪夷所思。总觉得里头的朝廷太脆弱了，没几个更靠谱点的大臣，总是在那些非人力所能及的层面游走。
里头的局势有点像《紫川》，天下三分，有一分是商业发达的小国，有一个监察机构很牛逼，上头总需要这个机构与中枢闹矛盾以平衡"
3064,好久之前看的 只能說不適合小姑娘看= =
3065,最好看. 这套最好看.
3066,看了两遍，因为觉得里面的一些心思，一些前前后后，有很多写得曲折，委婉，而且关于心理，关于管理，这些也有些所悟。
3067,"嗳……又是一套七本的大大长篇，不过还是很值得追下滴 
PS:怎么说范闲聪明都是无害的，毕竟前世是一个二十多岁的年轻人，但是…但是…为什么4岁小屁孩的时候就写的这么夸张？！！"
3068,"X的,txt还7m,看了俺多少不眠之夜啊,赔我黑眼圈"
3069,爱不释手，一个星期读完，期间除了吃饭睡觉，什么都没干，旷课20余节。
3071,之后就不能坚持读下去了的说...
3072,(⊙o⊙)哦庆余年
3073,实在看不下去。。。orz
3074,我爱范闲和朵朵~
3075,弃了，看不下去
3076,文字很细腻！人物很生动活泼！虽然叶轻眉从来没正面描写过！但是从很多个侧面来描述来看，叶轻眉影响了整个天下
3077,长达7M的一套书。看了一个多月。能让我看完，这件事本身就说明一些问题。没想到封面也这么斑斓五彩。
3078,瞎啊~~种马啊~~
3079,太酸腐，不喜欢，弃。
3081,还是回到现实吧
3082,看了一点，就完全对此失去兴趣。。
3083,经典
3085,真心一般，就是读起来挺轻松的。希望如作者所说第一卷只是个铺垫后面会精彩！
3086,看的废寝忘食
3087,很过瘾
3088,男主主角光环太重阿拉啦啦啦啦啦啦啦 还要不要接着看下去啊啊啊啊啊
3089,看完了的。。。。
3091,"我希望庆国的人民都能成为不羁之民。 
受到他人虐待时有不屈服之心，受到灾恶侵袭时有不受挫折之心； 
若有不正之事时，不恐惧修正之心；不向豺虎献媚…… 
我希望庆国的国民，每一位都能成为王；都能成为统治被称为『自 
己』这块领土的，独一无二的王。"
3092,很好玩的一部书，也是极少能让男女fans同样多的武侠+玄幻长篇。网络小说很难能让人连着看两遍，也许《庆余年》是个例外。
3093,"这是一个晋江女
生了个起点男的故事"
3094,"男版穿越文，挺有文采。看了前三卷了，男主还不是种马，期待不会改变~
另外，作者貌似很喜欢宝玉和颦儿的形象，女主姓林，潜移默化中。"
3095,其实打四颗星星就很好 他在我心目中大概是四星半的地位吧 主要太长了 当然还是有上升的空间~~
3096,不得不说很无聊
3097,看了快一年了，还没看完。。。
3098,一部华丽丽的穿越文~~~~~~~但不同于别的小白穿越~~~~~~另外一部是《新宋》较早看的~~所以只看了《十字》~~~不知道现在作者写完了没有？！风格迥异的两部穿越文~没有可比性~个人认为均是好文，《新宋》更显厚重的历史功底~而《庆余年》是架空的~都值得一阅~~
3099,猫腻挺喜欢拉出来老熟人给自己捧场的么~
3100,喜欢
3102,开头结尾都不咋地，中间有些亮点
3104,又看了一回。
3105,男人不是靠身体来判断的！陈萍萍，第一次一个宦官让我如此动容，泪湿枕襟。
3106,一切穿越小说都是YY的，我以为很有内涵，不过就是那么回事
3107,出版社能把所有的都汇总一下不?一共七本啊!太麻烦了
3108,五竹
3109,"这书毁了我多少休息时间啊!但是我心甘情愿,继续努力中……"
3110,越看越不快乐= =
3111,很好看，就是好长
3112,二哥推荐的。。
3114,"范闲~监察院陈萍萍很可爱~很多人物鲜活~四顾剑~海棠~皇帝~五竹~等等等等~
只是神庙的设定有些怪~还不是很合理~"
3115,"猫腻大人的文笔没得说，情节也过得去，不过起点作家的通病，太YY了。
但是话说回来了，在起点上混饭吃的，不YY就混不下去了。"
3116,挺上瘾的一本书
3117,很好的一部小说...喜欢他的原因就是因为主角范进和他的老婆的 一见钟情    妹妹看到都羡慕的不行....
3119,猫腻的代表作！
3120,勾心斗角写的很细腻
3121,已阅。
3122,我穿，我穿，我穿穿穿！
3123,去年年底看的，好书
3124,第一本看下来，趣味有余精彩不足，不如新宋
